x1,x2,x3,Amount,Gt50K
12191.385473124683,14484.69016700983,15801.1190360412,42477.19467617571,0
10755.7029183954,13050.899868831038,16346.809486858547,40153.412274084985,0
15344.267843756825,10329.022584483027,10218.097097240388,35891.38752548024,0
16413.565766997635,18058.49137948826,16470.083938911557,50942.14108539745,1
15257.393175270408,14512.775398325175,12277.811963576823,42047.98053717241,0
10392.8138804622,15381.39479001984,13753.978812601417,39528.18748308346,0
15458.598397672176,18918.505634646863,10010.489840060472,44387.59387237951,0
13727.630972862244,11024.29245132953,15658.318186178803,40410.24161037058,0
19613.02414536476,10471.03297431022,10525.07339278236,40609.13051245734,0
12573.415690567344,11684.802970848978,11894.014480058104,36152.233141474426,0
12079.516833182424,13865.695772692561,11740.184249356389,37685.396855231375,0
18613.824397325516,11661.005553323776,11929.44879643619,42204.27874708548,0
14643.919826485217,16526.46324597299,12178.378424141556,43348.761496599764,0
12228.674334473908,10833.443065639585,19617.22183972597,42679.339239839464,0
16235.496015287936,19185.369964689016,12839.027750305831,48259.89373028278,0
12036.477006040514,17935.461450833827,19272.93995860964,49244.87841548398,0
10196.734135970473,18184.56970155239,14626.074673142284,43007.37851066515,0
17979.930059518665,14430.42942788452,16871.45327217877,49281.81275958195,0
12743.188966996968,15494.132924359292,16711.38955047354,44948.7114418298,0
11666.091040242463,19551.44609324634,11992.803742177784,43210.34087566659,0
11701.517181936651,16404.537232592702,10528.058165218681,38634.112579748034,0
14885.059366934001,19648.837412241846,14001.935434062034,48535.83221323788,0
17114.090772811323,10744.910021312535,11279.954866040498,39138.955660164356,0
15919.349214527756,13665.211873594671,16138.762701302767,45723.323789425194,0
15171.568768564612,10602.521065156907,18666.88066860661,44440.97050232813,0
13816.276858560741,14626.4514955692,18357.184687629342,46799.91304175928,0
18347.783295903355,19379.508583806455,18670.16420001164,56397.45607972145,1
12490.080506540835,19134.849740657955,11503.888526931405,43128.818774130195,0
15406.010278966278,17429.021841380745,18330.46791376546,51165.50003411248,1
17438.394036144018,14982.176863122731,13762.630256824195,46183.201156090945,0
10300.118550658226,15656.801096629351,14255.250729620457,40212.170376908034,0
13443.435048684478,18307.682694867253,16289.905111771077,48041.02285532281,0
10613.225530833006,10030.753046739846,13402.538483496755,34046.51706106961,0
13689.798088744283,15649.175413418561,10159.436308313161,39498.409810476005,0
14075.935604050756,15641.245627775788,11321.118455380201,41038.299687206745,0
19143.367554061115,19134.83906071633,18909.241389483213,57187.44800426066,1
18887.052480131388,13758.441095706075,17891.881542745978,50537.37511858344,1
19837.321762461215,17499.340712092817,19729.43230997771,57066.09478453174,1
14771.952787414193,13937.171886209399,11097.586653195322,39806.71132681891,0
16935.08233409375,18597.74818411097,18680.402205791324,54213.23272399604,1
14257.464623078704,14807.449425570667,10498.538159299642,39563.45220794901,0
17841.665328014642,16125.964575912803,15492.377802729607,49460.00770665705,0
18426.95987317711,16120.394554454833,17156.735621392727,51704.09004902467,1
11834.721465129405,12112.046021502465,11871.178890578449,35817.94637721032,0
15285.396012477577,17319.164674263448,12372.650220058858,44977.21090679988,0
17029.475504532456,11686.88741279766,11239.60426542908,39955.967182759196,0
19132.72760109976,17480.17775360495,18852.149706799537,55465.055061504245,1
12591.739182826132,15877.297429833561,12919.73014594987,41388.76675860956,0
17926.247699651867,18547.33457788825,17050.158448982984,53523.7407265231,1
16144.695514813066,10143.387224525213,19026.022187899798,45314.10492723808,0
17006.205283105373,18718.410111032426,14230.455260258168,49955.07065439597,0
11079.332339577377,16371.67174834758,16847.386150620878,44298.390238545835,0
13338.657931890339,18125.840376596898,19327.92796054855,50792.42626903579,1
13241.31608242169,13542.312912177294,14620.059735607356,41403.68873020634,0
15654.257561545819,17666.6520931758,14108.220257330686,47429.1299120523,0
12031.78191324696,18707.116660661995,16442.771686706692,47181.67026061565,0
12197.045073844492,11104.81080133468,12792.35910391435,36094.21497909352,0
16331.152792554349,18144.818334840238,10111.94120394066,44587.91233133525,0
13525.20510321483,11734.810948837548,11604.754531290382,36864.77058334276,0
18568.732340354472,19949.090196751058,16376.80554529652,54894.62808240205,1
19507.215674966574,18480.73439206928,13478.903761133552,51466.853828169405,1
18880.31510869041,19101.292912382632,17516.095971222967,55497.70399229601,1
10468.587768264115,14331.301837228239,14004.470389336348,38804.3599948287,0
17690.405137836933,13334.517877083272,13772.061648778617,44796.98466369882,0
12302.254226524383,12383.125792257488,15575.056276284158,40260.43629506603,0
13151.841177605093,18776.333725545555,17769.744996912777,49697.919900063425,0
12826.69585896656,13271.09259320423,16349.32704269886,42447.11549486965,0
17131.956513039768,11167.666339315474,13562.844283878803,41862.467136234045,0
18621.37916730717,14148.522934410721,12471.553224604577,45241.455326322466,0
11063.235206529498,10658.204013016075,13776.263017207384,35497.70223675296,0
15503.277557436377,15773.521184455603,11618.493939749897,42895.29268164188,0
16483.695143833756,12733.238220680505,16767.2042385675,45984.13760308176,0
12347.866990603507,14306.403631344438,14807.662065140903,41461.93268708885,0
10762.972147203982,12889.152895659208,17569.62437648326,41221.74941934645,0
19230.95042584464,13142.495702486485,11707.684120628983,44081.13024896011,0
11472.166925668716,19318.382693454623,16920.296128373593,47710.84574749693,0
18223.903749603778,19645.449894014746,18575.21172845736,56444.565372075886,1
14135.183922480792,17843.437353149056,11606.233683414757,43584.854959044605,0
16125.206095166504,12598.776370286942,15970.513727515936,44694.49619296938,0
10681.205017026514,12222.507311962545,19065.095502883196,41968.807831872255,0
19041.321980766952,17317.70698679611,12251.08289392665,48610.11186148971,0
18795.43198738247,11287.488371599466,16442.286509554833,46525.20686853677,0
11971.16872528568,14620.903125032783,18867.181376554072,45459.25322687253,0
10694.597107358277,17100.551831535995,14078.78337893635,41873.93231783062,0
11573.395733721554,12640.154382679611,18359.30097149685,42572.851087898016,0
13334.567800629884,17218.369017355144,13491.360668558627,44044.297486543655,0
11800.61773629859,13988.771736621857,14834.101144224405,40623.49061714485,0
11464.826867450029,17559.833214618266,15202.713063918054,44227.37314598635,0
12905.754384119064,19395.445205736905,16667.93794836849,48969.13753822446,0
19360.688880551606,14451.463338918984,19451.185474172235,53263.337693642825,1
11024.604693520814,16291.481526568532,17026.62624185905,44342.712461948395,0
17233.518823049963,12174.063599668443,14429.079990368336,43836.66241308674,0
15164.01493921876,19988.18897875026,17326.406182255596,52478.610100224614,1
14118.99478174746,13226.752311456949,16206.864030100405,43552.611123304814,0
14132.652799598873,17005.849392153323,17371.090257074684,48509.59244882688,0
17620.444083586335,19688.46255214885,15609.288387931883,52918.19502366707,1
12591.765474062413,14565.914201084524,17459.0206425637,44616.70031771064,0
17631.897802930325,19356.09243111685,15852.526733651757,52840.51696769893,1
19824.048136360943,14500.30455365777,17162.884175777435,51487.23686579615,1
16701.190313324332,19942.37669976428,16416.42590519041,53059.99291827902,1
15899.278924334794,19410.771033726633,15765.201554168016,51075.25151222944,1
15630.988401826471,16059.631169773638,13756.16510398686,45446.78467558697,0
17617.96804377809,13930.796768981963,17150.93385661021,48699.698669370264,0
17452.97400513664,11199.739091098309,16594.11394270137,45246.82703893632,0
17078.272621147335,19348.81664114073,11033.793156966567,47460.88241925463,0
19868.08244138956,14646.073409821838,15344.356917776167,49858.512768987566,0
14516.309071332216,15266.641057096422,19677.240669261664,49460.1907976903,0
11182.17407958582,16295.844693668187,15718.744441401213,43196.76321465522,0
12386.353188194335,19858.64493995905,17485.49777781591,49730.49590596929,0
14705.22761810571,12300.032610073686,18976.928321644664,45982.18854982406,0
13523.230708669871,18703.603269532323,14506.504600867629,46733.33857906982,0
13385.752448812127,14317.418728023767,18729.851285461336,46433.02246229723,0
11273.012661840767,19053.935883566737,12822.778013069183,43149.72655847669,0
14240.738560911268,13897.264692932367,13584.214900620282,41722.21815446392,0
14733.108398504555,10733.623804990202,13189.153405837715,38655.88560933247,0
15277.22007362172,12253.67268314585,11018.389509990811,38549.28226675838,0
16269.536092877388,12881.802439223975,12833.160182926804,41984.49871502817,0
18760.26091631502,11136.797009967268,15836.107674986124,45733.16560126841,0
16791.570365894586,19643.476970959455,10576.543139759451,47011.59047661349,0
17240.640106610954,19311.458976007998,17624.236070550978,54176.33515316993,1
11818.47722735256,13262.690850533545,10864.469262305647,35945.63734019175,0
10778.55518553406,10206.379294395447,13569.618908222765,34554.55338815227,0
10721.974035259336,11769.16451426223,16592.40093547851,39083.539485000074,0
10540.625944267958,19318.822773639113,10409.695697017014,40269.144414924085,0
15172.73405333981,15316.705643199384,14758.604203816503,45248.0439003557,0
18140.51568740979,19678.978421725333,15223.185282666236,53042.67939180136,1
14490.48402486369,13270.611276384443,18464.063508436084,46225.15880968422,0
15588.948877993971,14260.99878270179,17794.711615424603,47644.659276120365,0
12798.801066819578,18748.88221733272,15119.643846992403,46667.3271311447,0
18900.940374005586,12476.706211455166,19884.005829226226,51261.65241468698,1
17158.49278261885,14424.20084727928,13195.698785129935,44778.392415028065,0
12230.883922893554,15985.890969168395,18218.016671016812,46434.79156307876,0
15358.9499858208,14291.600286960602,12000.605971552432,41651.15624433383,0
16625.290969386697,15239.285121206194,16997.74308130145,48862.31917189434,0
18480.705334804952,18126.90766295418,10395.903354510665,47003.5163522698,0
11491.831028833985,13230.460591148585,19824.95575910434,44547.24737908691,0
16700.99398586899,12701.671316754073,10867.366644088179,40270.03194671124,0
17616.35679518804,17611.947511322796,12579.013458453119,47807.317764963955,0
19986.344531644136,17390.80016966909,16309.062361251563,53686.20706256479,1
12632.97273311764,11492.336341179907,19618.294364772737,43743.603439070284,0
18851.860316935927,11347.349013667554,10538.979407865554,40738.188738469034,0
17133.420191239566,19289.000523276627,14664.480939973146,51086.90165448934,1
16706.220267806202,15992.121361196041,13920.70990987122,46619.051538873464,0
17456.89576724544,19980.517129879445,12915.339944884181,50352.75284200907,1
14134.827447123826,15214.334961492568,11105.808699503541,40454.971108119935,0
10486.53601668775,10776.755437254906,13607.513604220003,34870.80505816266,0
17646.84811932966,14842.368543613702,13340.584228280932,45829.800891224295,0
18480.64591642469,14226.120871026069,19344.244182575494,52051.010970026255,1
15321.627375669777,11877.90170777589,13914.07910734415,41113.60819078982,0
18703.30249890685,11441.073005553335,15321.529891807586,45465.90539626777,0
11237.051696516573,11580.051241908222,13288.607497233897,36105.71043565869,0
11002.453854307532,10742.925498634577,17606.43153451383,39351.81088745594,0
16869.778279215097,17776.97494952008,15178.458653390408,49825.211882125586,0
18705.232858192176,18149.768642615527,19719.289040658623,56574.290541466326,1
17706.52192644775,18573.147028218955,16021.270933561027,52300.93988822773,1
13212.756847497076,11999.413764569908,19480.03785451874,44692.208466585726,0
12294.04358426109,15872.813649475574,15583.837397862226,43750.69463159889,0
13760.92255814001,14827.20514992252,13814.874754752964,42403.00246281549,0
18037.931988947093,12127.718839328736,18181.194900535047,48346.84572881088,0
18223.33148214966,14369.96819684282,13354.529812932014,45947.829491924495,0
13883.10988433659,16554.09478349611,19040.222452022135,49477.42711985484,0
15307.457917369902,13458.001716062427,12897.213734686375,41662.6733681187,0
14558.409471064806,12382.234197575599,19779.348170850426,46719.99183949083,0
18508.123059291393,17513.37262103334,15153.212798759341,51174.708479084074,1
12175.207191612571,13169.842928182334,15993.211043532938,41338.26116332784,0
17709.21862218529,16608.758454676718,13015.774416271597,47333.751493133605,0
12756.393640302122,16547.46281914413,17727.95635741204,47031.81281685829,0
18953.59478890896,14944.044251460582,10611.440984066576,44509.080024436116,0
15236.391199287027,16108.317321632057,19688.910658005625,51033.61917892471,1
18291.77238745615,10572.60153349489,18173.640889581293,47038.01481053233,0
17354.398181196302,14462.959570810199,10336.016023065895,42153.373775072396,0
13151.283354964107,15272.779962979257,18817.14985240251,47241.21317034587,0
15483.156749978662,15793.413042556494,11989.452086854726,43266.02187938988,0
15803.862812463194,10012.986466754228,12207.883689552546,38024.73296876997,0
10540.415176656097,14194.48752887547,14525.36971308291,39260.27241861448,0
14873.397999908775,14176.72656243667,15756.992876995355,44807.1174393408,0
17094.0070762299,10482.433366123587,17967.03792642802,45543.47836878151,0
11159.301886800677,13280.192830134183,14169.31748855859,38608.81220549345,0
18957.917555235326,16762.63398490846,13489.559730514884,49210.11127065867,0
17335.815264377743,10989.744041580707,11424.665853846818,39750.22515980527,0
17340.022895950824,17824.04240220785,14700.590746942908,49864.65604510158,0
11801.47138889879,15197.27855687961,19901.641544420272,46900.39149019867,0
18751.126986462623,17902.735339011997,14013.43606878072,50667.29839425534,1
15982.260156888515,16640.494393650442,14977.016437333077,47599.770987872034,0
12177.124577574432,17098.42652315274,11826.597722247243,41102.148822974414,0
11439.765198156238,16397.077825386077,17024.019449017942,44860.86247256026,0
18168.607822153717,16425.037642475218,11527.778427116573,46121.42389174551,0
13579.356367699802,13590.880744159222,13818.592068273574,40988.8291801326,0
14407.36256306991,18065.498520154506,11295.856155920774,43768.71723914519,0
11137.170570436865,14320.861005689949,19709.157936740667,45167.18951286748,0
18316.720481961966,15593.972003553063,11163.444928824902,45074.13741433993,0
19235.28456594795,10028.145813848823,15585.772662889212,44849.203042685986,0
12971.968711353838,16672.644552309066,14290.696501266211,43935.309764929116,0
17367.754806764424,11301.457425579429,14773.37199728936,43442.58422963321,0
14140.020268969238,10069.379261694849,15956.689640879631,40166.08917154372,0
10229.226106312126,18129.96045453474,12918.253170792013,41277.43973163888,0
13904.147855937481,12065.413354430348,11893.466752953827,37863.027963321656,0
12476.725375745445,16997.913473751396,12906.26491419971,42380.90376369655,0
14668.505762238055,19257.824174128473,10152.930971235037,44079.260907601565,0
13227.38196933642,15980.997660662979,14892.385501880199,44100.7651318796,0
18781.78441664204,11325.624582823366,11099.686534143984,41207.09553360939,0
11627.86687258631,16747.95632250607,11217.59824687615,39593.42144196853,0
19953.730704728514,16081.94868080318,17358.525674790144,53394.20506032184,1
16898.17006699741,16590.967504307628,18739.407416433096,52228.54498773813,1
12276.454225648195,11429.312934633344,13101.16919921711,36806.93635949865,0
17660.246710292995,15175.240489188582,14836.078232619911,47671.56543210149,0
19909.358096774668,16276.511210016906,11958.08400399983,48143.9533107914,0
17477.093315683305,16840.833995956928,11732.611199840903,46050.538511481136,0
17294.637905433774,10193.155317101628,14889.683004003018,42377.47622653842,0
18301.571512129158,10868.131662718952,16646.315103862435,45816.018278710544,0
10259.805398527533,17966.87801834196,18471.47032385692,46698.15374072641,0
10469.345354940742,16263.192971237004,13425.388219766319,40157.926545944065,0
19956.154841929674,11533.141697291285,13936.1611334607,45425.45767268166,0
11140.658645890653,15834.744058083743,13617.647273931652,40593.04997790605,0
19289.038439746946,19168.234495446086,13426.814610138535,51884.08754533157,1
10248.084182385355,15999.898444861174,14961.544030811638,41209.52665805817,0
19715.091458056122,16811.53187295422,10320.214547682554,46846.837878692895,0
19293.20940747857,13816.238439176232,11056.739680934697,44166.1875275895,0
15554.848555475473,15022.198469378054,11321.522668004036,41898.56969285756,0
16452.293961774558,16275.268578901887,13641.917863860726,46369.48040453717,0
18764.56046011299,17450.223928317428,13986.059916205704,50200.84430463612,1
18567.608969751745,17387.147394474596,17929.885752964765,53884.642117191106,1
19681.801893748343,12401.849306188524,12975.793180521578,45059.444380458444,0
17021.692793350667,19815.822809468955,13081.042771227658,49918.55837404728,0
19937.92320601642,16766.566045116633,19863.076959736645,56567.5662108697,1
15406.150955241174,13892.989729065448,15920.235989615321,45219.37667392194,0
14487.062017433345,10009.245346300304,10663.621604908258,35159.92896864191,0
19095.163207966834,17649.586673360318,13087.872236501426,49832.62211782858,0
10942.292367108166,18716.4125777781,13681.674695108086,43340.37963999435,0
15347.575526684523,15474.673502612859,11586.054917424917,42408.3039467223,0
11618.374383542687,18436.92063819617,14099.16810458526,44154.46312632412,0
13478.601099923253,16913.851681165397,15519.512947648764,45911.965728737414,0
10079.926063772291,13761.751067359,13269.243345130235,37110.920476261526,0
14013.449153862894,17620.28909754008,10293.26262883842,41927.000880241394,0
15883.506929967552,11480.635728221387,15175.875446293503,42540.01810448244,0
18759.762339759618,14027.697020210326,18649.770924821496,51437.23028479144,1
17085.425986442715,17337.43471559137,13609.053404070437,48031.91410610452,0
11935.942603740841,11629.590103402734,17423.66481339559,40989.197520539165,0
13817.654943559319,18537.410032004118,13257.365003228188,45612.429978791624,0
11930.591370910406,13169.9772272259,12740.298649296165,37840.86724743247,0
18169.77369831875,13261.110715102404,11063.143187202513,42494.02760062367,0
10101.429668720812,11216.623238287866,13778.06139877066,35096.11430577934,0
13636.090359650552,10255.222136620432,14362.044970039278,38253.35746631026,0
17286.81493550539,15688.016167841852,15956.770910415798,48931.60201376304,0
13989.652243908495,10422.626505605876,16252.467758022249,40664.74650753662,0
18749.293119180948,18358.59194630757,14157.045455649495,51264.93052113801,1
11357.163640204817,13307.427412364632,16705.109905451536,41369.700958020985,0
11151.47814154625,17366.220490075648,14734.531904105097,43252.230535726994,0
11967.290923930705,13812.541416846216,12109.231885988265,37889.064226765186,0
10570.53348980844,13239.756445400417,16273.215878754854,40083.50581396371,0
15874.22257522121,11588.457096368074,10102.08249790594,37564.762169495225,0
17431.754318531603,16514.127552509308,13689.100495539606,47634.982366580516,0
15831.268557813019,12403.003126382828,12310.920164454728,40545.191848650575,0
12913.62569667399,14754.873160272837,13192.476625554264,40860.97548250109,0
19978.01941120997,17430.602482054383,18520.965620409697,55929.58751367405,1
16988.356087822467,14220.837929751724,10341.286489274353,41550.480506848544,0
12587.985068093985,12393.246092833579,19182.39951133728,44163.630672264844,0
12421.500887721777,13804.973296355456,19826.12509978935,46052.599283866584,0
13808.627892285585,17779.7201089561,19815.05090603605,51403.39890727773,1
13303.636175114661,15326.917862985283,13862.583907321095,42493.13794542104,0
19642.422467004508,15488.576346542686,18422.268871217966,53553.26768476516,1
12491.016921121627,19861.60152591765,13527.248403988779,45879.866851028055,0
15806.484734639525,16596.20273159817,16842.969593126327,49245.65705936402,0
18312.561956699938,18273.914880119264,19685.01429539174,56271.49113221094,1
12040.674414020032,10606.925268657506,19202.05235714093,41849.652039818466,0
10710.285692475736,14728.245330043137,18793.56785910204,44232.098881620914,0
17510.702011641115,13600.3986466676,10537.732688244432,41648.83334655315,0
15729.006566107273,10782.62782888487,12773.505712393671,39285.140107385814,0
17419.082317501307,13784.59436353296,18442.795400042087,49646.472081076354,0
10756.22578850016,18869.224183727056,19287.293227389455,48912.74319961667,0
19233.599726576358,15516.928231809288,14349.001923110336,49099.52988149598,0
11276.855708565563,19818.079655524343,14519.334379583597,45614.2697436735,0
17661.68663278222,18806.749917566776,16184.414029121399,52652.850579470396,1
13392.007823567837,15859.238440170884,17837.79578283429,47089.04204657301,0
11189.305121079087,12403.550436720252,12381.653781048954,35974.50933884829,0
15572.238226886839,19496.48861773312,12602.380276657641,47671.1071212776,0
11373.674089554697,19841.366014443338,17856.715091038495,49071.75519503653,0
18558.87677753344,15826.709452085197,16585.320383310318,50970.90661292896,1
18455.5095131509,15839.938377030194,16684.95230609551,50980.400196276605,1
12840.69678047672,14290.466632228345,10442.715086974204,37573.87849967927,0
18100.835571531206,17742.53554875031,10502.93194828555,46346.30306856707,0
18992.308876477182,14536.427576094866,15306.553591508418,48835.290044080466,0
19769.26211034879,12124.524370301515,14561.749033164233,46455.53551381454,0
15902.893354650587,17302.043873351067,16280.263371299952,49485.20059930161,0
16511.030804831535,15525.679241400212,15339.167995844036,47375.87804207578,0
13787.31866599992,16293.084863573313,10088.686656672508,40169.09018624574,0
14775.131151545793,16182.685710955411,18349.810699000955,49307.62756150216,0
18314.293855801225,10123.701093252748,11050.72128586471,39488.716234918684,0
18105.519630480558,15931.713446043432,15095.804648008198,49133.03772453219,0
17084.363212343305,17184.687096159905,13135.008758399636,47404.059066902846,0
17280.80110391602,17291.555171832442,10914.774243719876,45487.13051946834,0
16647.68661139533,16335.031976923347,13191.150585189462,46173.86917350814,0
12901.649242267013,15940.100895240903,14875.658466480672,43717.40860398859,0
17400.501540396363,16782.407695427537,12355.104188900441,46538.01342472434,0
12776.139718480408,12202.59433845058,17091.888792347163,42070.62284927815,0
10868.665326852351,14386.552304495126,11622.476729098707,36877.694360446185,0
16365.946696605533,18806.84413947165,12047.33055550605,47220.121391583234,0
14213.245552964509,11891.800910234451,17707.52016454935,43812.56662774831,0
13614.57436112687,13888.792775105685,16741.84791976586,44245.215055998415,0
17321.4150685817,14244.633135385811,19092.62840403244,50658.67660799995,1
19571.705195121467,18381.45644403994,10490.350555628538,48443.512194789946,0
19806.89841322601,18411.04071587324,11536.502402741462,49754.44153184071,0
13680.950736161321,12964.406230021268,17027.10252488032,43672.45949106291,0
13800.746437627822,15510.810571722686,12542.320515494794,41853.8775248453,0
10840.530500281602,12523.110245820135,17926.78089113906,41290.4216372408,0
16107.389889657497,15032.521053217351,10057.524067815393,41197.43501069024,0
14784.396549221128,15662.366403266788,11896.303419489413,42343.06637197733,0
17553.169317543507,13178.705235477537,14964.983195532113,45696.85774855316,0
13148.099575191736,11868.646929506212,15673.937003593892,40690.68350829184,0
15184.8891726695,19854.2191949673,10834.955561440438,45874.06392907724,0
10739.67908276245,14739.122085738927,10242.721643298864,35721.52281180024,0
15449.96363343671,18579.76321130991,14927.72683268413,48957.45367743075,0
13980.947490781546,11122.226507868618,17261.9636869058,42365.137685555965,0
18402.125604916364,16726.90311446786,13827.63170171529,48956.660421099514,0
18238.331112079322,12476.603558752686,11522.02432276681,42236.95899359882,0
12478.878595866263,14960.167419631034,17559.39164198935,44998.43765748665,0
14164.89741532132,17491.053412668407,16742.73864366114,48398.68947165087,0
11007.910154294223,19552.180680911988,18384.928503073752,48945.01933827996,0
15236.214681062847,19790.76218092814,18541.74021165818,53568.71707364917,1
10709.573971107602,15474.956899415702,19500.11852197349,45684.649392496794,0
12122.381180524826,18178.148467559367,15876.289696898311,46176.819344982505,0
13769.602598622441,19415.286395233124,10764.10895679146,43948.997950647026,0
16727.79981046915,11916.896514594555,15473.14994269982,44117.846267763525,0
10442.223616410047,14237.110214307904,16863.714151550084,41543.047982268035,0
16817.408110946417,15147.515393327922,14916.457359213382,46881.38086348772,0
10884.25474241376,17058.575986884534,19367.048661224544,47309.87939052284,0
17336.967897135764,18531.43815882504,13736.785186920315,49605.19124288112,0
11352.104761172086,10657.148330938071,10349.745883140713,32358.99897525087,0
16169.043839909136,17776.204168330878,16616.375835146755,50561.62384338677,1
11357.656354084611,15876.9336133264,18859.754921868443,46094.344889279455,0
19089.29002005607,10205.701300874352,10983.403495047241,40278.39481597766,0
18879.14896942675,15346.863635350019,19672.402578871697,53898.41518364847,1
16855.114719364792,16822.497467510402,15177.541230805218,48855.15341768041,0
16296.311039477587,17080.315437633544,13811.212191358209,47187.83866846934,0
17508.251711260527,10499.376037623733,19714.180391747504,47721.808140631765,0
19177.77327587828,13119.926450308412,12327.968506142497,44625.66823232919,0
13600.702821277082,18285.710182972252,12347.34468627721,44233.757690526545,0
18084.086312446743,15034.285041037947,11285.419957712293,44403.79131119698,0
12131.928491871804,12632.373659871519,18210.48993850127,42974.79209024459,0
11398.892623838037,16154.010267928243,19177.971978206187,46730.87486997247,0
12985.074520111084,17337.57823938504,15169.502743519843,45492.155503015965,0
